co2_conc,h2o_conc,temperature_c,pressure_kpa,signal_strength,date_time,start_time,file_name,site,elevation,aspect,plot,day_night,measurement,redo,plot_id,par,f_fit,f_slope,f_time,f_rsq,f_rsq_adj,f_pval,f_segment_id,corrected_for_water_vapor,f_cut
405.684,13.204,17.7938,73.0096,99.0006,2023-12-08T15:53:45Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,905.38,405.60949246117,-0.0797470350671288,11,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
405.664,13.2711,17.8182,73.0151,99.0078,2023-12-08T15:53:46Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,905.34,405.530834475281,-0.0797470350671288,12,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
405.446,13.3961,17.8427,73.0128,98.9995,2023-12-08T15:53:47Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,903.02,405.452176489391,-0.0797470350671288,13,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
405.369,13.4359,17.8648,73.0094,99.0082,2023-12-08T15:53:48Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,899.54,405.373518503502,-0.0797470350671288,14,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
405.4,13.6382,17.8902,73.0102,98.9979,2023-12-08T15:53:49Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,902.48,405.294860517613,-0.0797470350671288,15,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
405.28,13.6344,17.9156,73.0131,99.0027,2023-12-08T15:53:50Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,901.37,405.216202531723,-0.0797470350671288,16,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
404.602,13.9241,17.9387,73.0079,99.0006,2023-12-08T15:53:51Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,906.2,405.137544545834,-0.0797470350671288,17,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
405.288,13.8052,17.9635,73.0148,98.9954,2023-12-08T15:53:52Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,899.79,405.058886559944,-0.0797470350671288,18,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
404.628,14.0325,17.9858,73.0181,99.0026,2023-12-08T15:53:53Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,902.01,404.980228574055,-0.0797470350671288,19,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
404.829,14.1439,18.0098,73.0153,98.9885,2023-12-08T15:53:54Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,911.29,404.901570588166,-0.0797470350671288,20,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
404.548,14.3173,18.0345,73.0123,98.993,2023-12-08T15:53:55Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,913.8,404.822912602276,-0.0797470350671288,21,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
404.644,14.2407,18.0596,73.0121,98.9845,2023-12-08T15:53:56Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,915.42,404.744254616387,-0.0797470350671288,22,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
404.293,14.3958,18.0847,73.0142,98.9815,2023-12-08T15:53:57Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,913.65,404.665596630498,-0.0797470350671288,23,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
404.385,14.3856,18.1093,73.0079,98.9888,2023-12-08T15:53:58Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,910.48,404.586938644608,-0.0797470350671288,24,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
404.782,14.3408,18.1331,73.014,98.9871,2023-12-08T15:53:59Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,911.61,404.508280658719,-0.0797470350671288,25,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
404.016,14.5715,18.1575,73.01,98.9783,2023-12-08T15:54:00Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,909.94,404.429622672829,-0.0797470350671288,26,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
404.133,14.5466,18.1804,73.0119,98.9806,2023-12-08T15:54:01Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,910.92,404.35096468694,-0.0797470350671288,27,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
403.607,14.7002,18.2055,73.0144,98.9798,2023-12-08T15:54:02Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,910.62,404.272306701051,-0.0797470350671288,28,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
403.829,14.7264,18.2309,73.0106,98.9739,2023-12-08T15:54:03Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,909.4,404.193648715161,-0.0797470350671288,29,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
403.522,14.7709,18.2532,73.0068,98.9702,2023-12-08T15:54:04Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,908.85,404.114990729272,-0.0797470350671288,30,0.923710952018971,0.921080295192039,9.52317347288537e-18,segment_1,TRUE,keep
403.456,14.8945,18.2772,73.0092,98.9741,2023-12-08T15:54:05Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,898.41,402.826041253579,-0.0394452202538247,1,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
403.433,14.9788,18.3015,73.011,98.9733,2023-12-08T15:54:06Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,906.4,402.787252931159,-0.0394452202538247,2,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
403.127,15.0342,18.3246,73.0067,98.9713,2023-12-08T15:54:07Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,904.22,402.74846460874,-0.0394452202538247,3,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
403.319,15.174,18.3499,73.0078,98.9676,2023-12-08T15:54:08Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,910.69,402.709676286321,-0.0394452202538247,4,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
403.353,15.1641,18.3732,73.0026,98.9705,2023-12-08T15:54:09Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,910.65,402.670887963901,-0.0394452202538247,5,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
402.991,15.2611,18.3967,73.0091,98.9609,2023-12-08T15:54:10Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,906.91,402.632099641482,-0.0394452202538247,6,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
403.098,15.3067,18.4202,73.0076,98.9656,2023-12-08T15:54:11Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,900.76,402.593311319063,-0.0394452202538247,7,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
403.063,15.3935,18.4418,73.0116,98.9593,2023-12-08T15:54:12Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,895.01,402.554522996643,-0.0394452202538247,8,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
402.966,15.4522,18.4654,73.0206,98.959,2023-12-08T15:54:13Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,891.4,402.515734674224,-0.0394452202538247,9,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
403.104,15.5185,18.4879,73.009,98.9603,2023-12-08T15:54:14Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,889.07,402.476946351805,-0.0394452202538247,10,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
403.005,15.5777,18.5077,73.0115,98.9568,2023-12-08T15:54:15Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,899.02,402.438158029385,-0.0394452202538247,11,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
403.138,15.5816,18.5295,73.0145,98.9492,2023-12-08T15:54:16Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,891.71,402.399369706966,-0.0394452202538247,12,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
402.754,15.5943,18.5508,73.0155,98.9597,2023-12-08T15:54:17Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,891.13,402.360581384547,-0.0394452202538247,13,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
402.814,15.6485,18.5715,73.0133,98.952,2023-12-08T15:54:18Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,893.48,402.321793062127,-0.0394452202538247,14,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
402.755,15.712,18.5929,73.0149,98.9544,2023-12-08T15:54:19Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,892.94,402.283004739708,-0.0394452202538247,15,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
402.447,15.8897,18.6147,73.0167,98.9531,2023-12-08T15:54:20Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,886.4,402.244216417289,-0.0394452202538247,16,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
402.345,15.9636,18.6353,73.0203,98.9491,2023-12-08T15:54:21Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,877.06,402.205428094869,-0.0394452202538247,17,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
402.486,16.0265,18.6579,73.0186,98.9487,2023-12-08T15:54:22Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,876.58,402.16663977245,-0.0394452202538247,18,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
402.233,16.0893,18.6802,73.0218,98.9366,2023-12-08T15:54:23Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,879.95,402.127851450031,-0.0394452202538247,19,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
402.376,16.1762,18.7009,73.0131,98.9435,2023-12-08T15:54:24Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,879.09,402.089063127611,-0.0394452202538247,20,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
402.291,16.231,18.724,73.0113,98.9392,2023-12-08T15:54:25Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,877.45,402.050274805192,-0.0394452202538247,21,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
402.138,16.3437,18.7482,73.0126,98.9464,2023-12-08T15:54:26Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,878.64,402.011486482773,-0.0394452202538247,22,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.849,16.3845,18.7691,73.0202,98.9337,2023-12-08T15:54:27Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,880.24,401.972698160353,-0.0394452202538247,23,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.903,16.4435,18.7928,73.0205,98.9438,2023-12-08T15:54:28Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,874.94,401.933909837934,-0.0394452202538247,24,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.848,16.499,18.8153,73.0174,98.936,2023-12-08T15:54:29Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,870,401.895121515515,-0.0394452202538247,25,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.882,16.5494,18.834,73.0142,98.9359,2023-12-08T15:54:30Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,870.58,401.856333193095,-0.0394452202538247,26,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.698,16.6418,18.8533,73.0168,98.9325,2023-12-08T15:54:31Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,879.06,401.817544870676,-0.0394452202538247,27,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.841,16.875,18.873,73.0181,98.9331,2023-12-08T15:54:32Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,877.32,401.778756548257,-0.0394452202538247,28,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.518,16.8319,18.8931,73.0129,98.9352,2023-12-08T15:54:33Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,873.13,401.739968225837,-0.0394452202538247,29,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.891,16.8627,18.9129,73.0068,98.9327,2023-12-08T15:54:34Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,874.01,401.701179903418,-0.0394452202538247,30,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.716,16.9152,18.9351,73.0097,98.9307,2023-12-08T15:54:35Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,873.19,401.662391580999,-0.0394452202538247,31,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.521,17.0282,18.9574,73.012,98.93,2023-12-08T15:54:36Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,867.3,401.623603258579,-0.0394452202538247,32,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.491,17.0415,18.9772,73.014,98.9247,2023-12-08T15:54:37Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,871.16,401.58481493616,-0.0394452202538247,33,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.371,17.1774,18.9991,73.0141,98.9147,2023-12-08T15:54:38Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,871.35,401.546026613741,-0.0394452202538247,34,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.551,17.1293,19.021,73.0122,98.9189,2023-12-08T15:54:39Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,868.29,401.507238291321,-0.0394452202538247,35,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.184,17.2297,19.0391,73.0169,98.9216,2023-12-08T15:54:40Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,874.48,401.468449968902,-0.0394452202538247,36,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.27,17.2944,19.0587,73.0152,98.9167,2023-12-08T15:54:41Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,873.84,401.429661646483,-0.0394452202538247,37,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.152,17.3739,19.079,73.0157,98.9174,2023-12-08T15:54:42Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,874.09,401.390873324063,-0.0394452202538247,38,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.108,17.4475,19.0998,73.0096,98.9179,2023-12-08T15:54:43Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,875.62,401.352085001644,-0.0394452202538247,39,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.048,17.462,19.1195,73.014,98.9091,2023-12-08T15:54:44Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,878.8,401.313296679225,-0.0394452202538247,40,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
401.382,17.509,19.1393,73.0127,98.9176,2023-12-08T15:54:45Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,883.73,401.274508356805,-0.0394452202538247,41,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
400.819,17.542,19.1584,73.0181,98.9056,2023-12-08T15:54:46Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,876.99,401.235720034386,-0.0394452202538247,42,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
400.956,17.638,19.1758,73.0138,98.9117,2023-12-08T15:54:47Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,875.65,401.196931711967,-0.0394452202538247,43,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
400.886,17.7163,19.1966,73.0143,98.9025,2023-12-08T15:54:48Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,871.78,401.158143389547,-0.0394452202538247,44,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
400.731,17.775,19.2183,73.0121,98.9101,2023-12-08T15:54:49Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,874.26,401.119355067128,-0.0394452202538247,45,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
400.506,17.8283,19.2377,73.0198,98.9065,2023-12-08T15:54:50Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,877.89,401.080566744709,-0.0394452202538247,46,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
400.316,17.8793,19.2584,73.0164,98.9031,2023-12-08T15:54:51Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,870.03,401.041778422289,-0.0394452202538247,47,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
400.176,18.0117,19.2801,73.0133,98.9031,2023-12-08T15:54:52Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,869.74,401.00299009987,-0.0394452202538247,48,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
400.378,18.013,19.3002,73.0094,98.9039,2023-12-08T15:54:53Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,870.59,400.964201777451,-0.0394452202538247,49,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
400.326,18.1214,19.3233,73.0113,98.9035,2023-12-08T15:54:54Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,881.72,400.925413455031,-0.0394452202538247,50,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
400.15,18.1972,19.3474,73.0149,98.9028,2023-12-08T15:54:55Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,877.96,400.886625132612,-0.0394452202538247,51,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
399.687,18.2957,19.3688,73.0081,98.8969,2023-12-08T15:54:56Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,880.87,400.847836810193,-0.0394452202538247,52,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
400.129,18.2652,19.3931,73.0113,98.8921,2023-12-08T15:54:57Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,874.1,400.809048487773,-0.0394452202538247,53,0.935798879170198,0.934564242231163,1.12672277586698e-32,segment_2,TRUE,keep
400.158,18.294,19.4164,73.0105,98.9,2023-12-08T15:54:58Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,872.59,399.873697983603,0.066736263878848,1,0.947350600969231,0.945535104450929,4.34682053717935e-20,segment_3,TRUE,keep
400.085,18.3991,19.4367,73.0174,98.8923,2023-12-08T15:54:59Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,866.24,399.939170019379,0.066736263878848,2,0.947350600969231,0.945535104450929,4.34682053717935e-20,segment_3,TRUE,keep
400.04,18.4754,19.4576,73.0096,98.8962,2023-12-08T15:55:00Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,859.35,400.004642055156,0.066736263878848,3,0.947350600969231,0.945535104450929,4.34682053717935e-20,segment_3,TRUE,keep
400.557,18.4437,19.4764,73.0142,98.8947,2023-12-08T15:55:01Z,2023-12-08T15:53:28Z,5_2800_west_5_day_photo.txt,5,2800,west,5,day,photo,FALSE,2800west5,871.1,400.070114090932,0.066736263878848,4,0.947350600969231,0.945535104450929,4.34682053717935e-20,segment_3,TRUE,keep
